nome,categoria,prezzo,tacco,taglie,colore,link
Mocassino da donna con morsetto e fibbia in pelle colore blu fatto a mano,Mocassini,€229.00,1,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-morsetto-e-fibbia-in-pelle-colore-blu-fatto-a-mano
Mocassino da donna classico in pelle scamosciata colore rosso,Mocassini,€169.00,1,36 37 38 39 40 41,Rosso,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-classico-in-pelle-scamosciata-colore-rosso
Mocassino da donna classico in pelle scamosciata con nappine colore blu scuro,Mocassini,€169.00,1,35 36 37 38 39 40 41 42,Blu Scuro,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-classico-in-pelle-scamosciata-con-nappine-colore-blu-scuro
Mocassino da donna in pelle scamosciata con morsetto colore marrone chiaro,Mocassini,€169.00,1,35 36 37 38 39 40 41 42,Marrone Chiaro,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-con-morsetto-colore-marrone-chiaro
Mocassino da donna in pelle scamosciata con morsetto colore beige,Mocassini,€169.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-con-morsetto-colore-beige
Mocassino da donna in pelle scamosciata con morsetto colore blu,Mocassini,€169.00,1,35 36 37 38 39 40 41,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-con-morsetto-colore-blu
Mocassino da donna in pelle scamosciata con morsetto colore fucsia,Mocassini,€169.00,1,35 36 37 38 39 40 41 42,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-con-morsetto-colore-fucsia
Mocassino da donna in pelle scamosciata con morsetto colore turchese,Mocassini,€169.00,1,35 36 37 38 39 40 41 42,Turchese,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-con-morsetto-colore-turchese-1
Mocassino da donna in pelle scamosciata taupe con fibbia oro,Mocassini,€149.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-taupe-con-fibbia-oro
Mocassino da donna classico in pelle scamosciata con nappine colore marrone,Mocassini,€169.00,1,35 36 37 38 39 40 41 42,Marrone Chiaro,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-classico-in-pelle-scamosciata-con-nappine-colore-marrone
Mocassino da donna classico in pelle scamosciata colore marrone chiaro,Mocassini,€169.00,1,35 36 37 38 39 40 41,Marrone Chiaro,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-classico-in-pelle-scamosciata-colore-marrone-chiaro
Mocassino da donna in pelle scamosciata con morsetto colore blu,Mocassini,€169.00,1,35 36 37 38 39 40 41 42,Blu,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-in-pelle-scamosciata-con-morsetto-colore-bu
Mocassino da donna classico in pelle colore nero fatti a mano,Mocassini,€229.00,1,35 36 37 38 39 40 41 42,Nero,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-classico-in-pelle-colore-nero-fatti-a-mano
Mocassino da donna paupa in pelle lavata colore rosso,Mocassini,€229.00,3,35 36 37 38 39 40 41,Rosso,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-papua-in-pelle-lavata-colore-rosso
Mocassino da donna paupa in pelle lavata colore nero,Mocassini,€229.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-papua-in-pelle-lavata-colore-nero
Mocassino da donna in pelle colore marrone con fibbia,Mocassini,€229.00,3,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-fibbia-in-pelle-colore-marrone
Mocassino da donna in pelle colore rosso con fibbia,Mocassini,€229.00,3,35 36 37 38 39 40 41,Rosso,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-fibbia-in-pelle-colore-rosso
Mocassino da donna con bocca di leone in pelle nero,Mocassini,€229.00,2,35 36 37 38 39 40 41 42,Nero,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-bocca-di-leone-in-pelle-nero
Mocassino da donna con bocca di leone in pelle marrone,Mocassini,€229.00,2,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-bocca-di-leone-in-pelle-marrone
Mocassino da donna in pelle colore nero con fibbia,Mocassini,€229.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-donna-con-fibbia-in-pelle-colore-nero
Mocassino da barca da donna in camoscio colore marrone,Mocassini,€149.00,Senza tacco,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-barca-da-donna-in-camoscio-colore-marrone
Mocassino da barca da donna in camoscio colore verde,Mocassini,€149.00,Senza tacco,35 36 37 38 39 40 41,Verde,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-barca-da-donna-in-camoscio-colore-verde
Mocassino classico da donna con morsetto in pelle colore nero,Mocassini,€229.00,1,35 36 37 38 39 40 41 42,Nero,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-classico-da-donna-con-morsetto-in-pelle-colore-nero
Mocassino classico da donna con morsetto in pelle colore marrone,Mocassini,€229.00,1,35 36 37 38 39 40 41 42,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-classico-da-donna-con-morsetto-in-pelle-colore-marrone
Mocassino classico da donna con morsetto in pelle colore blu scuro,Mocassini,€229.00,1,35 36 37 38 39 40 41 42,Blu Scuro,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-classico-da-donna-con-morsetto-in-pelle-colore-blu
Mocassino classico da donna con morsetto in pelle colore bianco,Mocassini,€229.00,1,35 36 37 38 39 40 41 42,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-classico-da-donna-con-morsetto-in-pelle-colore-bianco
Mocassino da barca da donna in camoscio colore giallo,Mocassini,€149.00,Senza tacco,35 36 37 38 39 40 41,Giallo,https://www.leonardoshoes.com/collections/donna-calzature-mocassini/products/mocassino-da-barca-da-donna-in-camoscio-colore-giallo
Ciabattine da donna scamosciate colore viola con fibbia,Sandali,€79.00,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-viola-con-fibbia
Ciabattine da donna scamosciate con fascia colore viola,Sandali,€79.00,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-viola
Ciabattine da donna scamosciate con fascia colore marrone scuro,Sandali,€79.00,1,35 36 37 38 39 40 41,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-marrone-scuro
Ciabattine da donna scamosciate colore arancio e marrone,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-arancio-e-marrone
Ciabattine da donna scamosciate con fascia colore marrone chiaro,Sandali,€79.00,1,35 36 37 38 39 40 41,Marrone Chiaro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-marrone-chiaro
Ciabattine da donna scamosciate con fascia colore turchese,Sandali,€79.00,1,35 36 37 38 39 40 41,Turchese,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/copia-del-ciabattine-da-donna-in-pelle-scamosciata-colore-viola
Ciabattine da donna scamosciate con fascia colore beige,Sandali,€79.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-beige
Ciabattine da donna in pelle scamosciata colore viola,Sandali,€79.00,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-scamosciata-colore-viola
Ciabattine da donna in pelle scamosciata colore rosa,Sandali,€79.00,1,35 36 37 38 39 40 41,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-scamosciata-colore-rosa
Ciabattine da donna in pelle scamosciata colore marrone scuro,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/mocassino-casual-da-uomo-in-pelle-colore-marrone-scuro-con-suola-con-gommini
Ciabattine da donna scamosciate con fascia colore giallo,Sandali,€79.00,1,35 36 37 38 39 40 41,Giallo,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-giallo
Ciabattine da donna in pelle colore bianco e marrone,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-arancio-e-marrone
Ciabattine da donna scamosciate colore beige e marrone,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-beige-e-marrone
Ciabattine da donna in pelle colore nero,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-nero
Ciabattine da donna in pelle colore arancio,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-arancio
Ciabattine da donna in pelle colore rosa,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/copia-del-ciabattine-da-donna-in-pelle-colore-rosa
Ciabattine da donna in pelle metallizzata colore rosa,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-metallizzata-colore-rosa
Sandalo aperto con fibbia da donna in pelle colore cipria,Sandali,€169.00,5,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-con-fibbia-da-donna-in-pelle-colore-cipria
Ciabattine da donna scamosciate colore giallo e marrone,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Giallo,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-colore-beige-e-marrone-1
Ciabattine da donna scamosciate colore marrone chiaro e marrone scuro,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/copia-del-ciabattine-da-donna-scamosciate-colore-marrone-chiaro-e-marrone-scuro
Sandalo da donna a forma squadrata in pelle scamosciata nero con glitter,Sandali,€135.00,4,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-forma-squadrata-in-pelle-scamosciata-nero-con-glitter
Sandalo aperto con fibbia da donna in pelle colore nero,Sandali,€169.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-con-fibbia-da-donna-in-pelle-colore-nero
Sandalo aperto con fibbia da donna in pelle colore rosso,Sandali,€169.00,5,35 36 37 38 39 40 41,Rosso,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-aperto-con-fibbia-da-donna-in-pelle-colore-rosso
Ciabattine da donna in pelle scamosciata colore marrone chiaro,Sandali,€79.00,1,35 36 37 38 39 40 41 42,Marrone Chiaro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/francesina-elegante-da-uomo-in-pelle-scamosciata-colore-marrone
Ciabattine da donna in pelle colore marrone chiaro,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Marrone Chiaro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-colore-bianco-e-marrone
Ciabattine da donna in pelle scamosciata colore arancio,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Arancio,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-scamosciata-colore-arancio
Sandalo da donna con fasce in pelle verniciata colore bianco e argento,Sandali,€149.00,3,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-con-fasce-in-pelle-verniciata-colore-bianco-e-argento
Ciabattine da donna in pelle scamosciata colore beige,Sandali,€79.00,1,35 36 37 38 39 40 41 42,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/mocassino-da-uomo-in-camoscio-colore-grigio-fatto-a-mano
Sandalo da donna a forma in pelle scamosciata colore nero con glitter applicati,Sandali,€151.00,9,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-forma-in-pelle-scamosciata-colore-nero-con-glitter-applicati
Sandalo da donna multifasce classico in pelle verniciata bianca,Sandali,€149.00,5,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-verniciata-multifasce
Sandalo da donna classico in pelle colore nero con fasce,Sandali,€149.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-colore-nero-con-fasce
Sandalo da donna in pelle colore marrone con morsetto fatto a mano,Sandali,€159.00,5,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-in-pelle-colore-marrone-con-morsetto-fatto-a-mano
Sandalo da donna in pelle colore nero con morsetto fatto a mano,Sandali,€159.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-in-pelle-colore-nero-con-morsetto-fatto-a-mano
Sandalo da donna con fasce in pelle laminata multicolore,Sandali,€149.00,4,35 36 37 38 39 40 41 42,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/francesina-elegante-da-uomo-in-pelle-scamosciata-colore-blu
Sandalo da donna classico in pelle colore marrone chiaro con fasce multicolore,Sandali,€149.00,5,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-colore-marrone-chiaro-con-fasce-multicolore
Sandalo da donna classico in pelle colore bianco con fasce multicolore,Sandali,€149.00,5,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-colore-bianco-con-fasce-multicolore
Sandalo da donna classico in pelle nero con fasce multicolore,Sandali,€149.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-multicolore-con-fasce
Sandalo bianco da donna con fasce in pelle laminata rame e argento,Sandali,€149.00,3,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-con-fasce-in-pelle-laminata-colore-rame-e-argento
Sandalo da donna con fasce in pelle colore nero e oro,Sandali,€149.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-con-fasce-in-pelle-colore-nero-e-oro
Sandalo da donna colore nero a forma di gabbia,Sandali,€169.00,4,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-colore-nero-a-forma-di-gabbia
Sandalo a gabbia da donna in pelle colore nero,Sandali,€189.00,8,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-a-gabbia-da-donna-in-pelle-colore-nero
Sandalo da donna colore cipria a forma di gabbia,Sandali,€169.00,4,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-colore-cipria-a-forma-di-gabbia
Sandalo a gabbia da donna in pelle colore cipria,Sandali,€189.00,8,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-a-gabbia-da-donna-in-pelle-colore-cipria
Sandalo da donna colore platino laminato a forma di gabbia,Sandali,€169.00,4,35 36 37 38 39 40 41,Platino,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-colore-platino-laminato-a-forma-di-gabbia
Sandalo a gabbia da donna in pelle colore platino,Sandali,€189.00,8,35 36 37 38 39 40 41,Platino,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-a-gabbia-da-donna-in-pelle-colore-platino
Sandalo slider da donna in pelle colore nero con morsetto,Sandali,€159.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slider-da-donna-in-pelle-colore-nero-con-morsetto
Sandalo slider da donna in pelle colore marrone con morsetto,Sandali,€159.00,5,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slider-da-donna-in-pelle-colore-bianco-con-morsetto
Sandalo slingback da donna in pelle colore nero con punta quadrata,Sandali,€149.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slingback-da-donna-in-pelle-nera-con-punta-squadrata
Sandalo slingback da donna in pelle colore bianco con punta quadrata,Sandali,€149.00,5,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slingback-da-donna-in-pelle-bianca-con-punta-squadrata
Sandalo slingback da donna in pelle marrone con punta squadrata,Sandali,€149.00,5,35 36 37 38 39 40 41,Marrone ,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slingback-da-donna-in-pelle-marrone-con-punta-squadrat
Sandalo da donna in pelle scamosciata beige con glitter applicati,Sandali,€135.00,8,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-in-pelle-scamosciata-beige-con-glitter-applicati
Sandalo da donna in pelle scamosciata marrone con glitter applicati,Sandali,€151.00,8,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-in-pelle-scamosciata-marrone-con-glitter-applicati
Ciabattine da donna in pelle scamosciata colore turchese,Sandali,€79.00,1,35 36 37 38 39 40 41,Turchese,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/mocassino-da-donna-con-morsetto-e-fibbia-in-pelle-colore-blu
Ciabattine da donna in pelle scamosciata colore giallo,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Giallo,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/mocassino-classico-da-uomo-in-pelle-intrecciata-colore-marrone-chiaro
Sandalo chiuso da donna a punta in pelle plissè colore celeste con tacco alto,Sandali,€135.00,8,35 36 37 38 39 40 41,Celeste,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-da-donna-a-punta-in-pelle-plisse-colore-celeste-con-tacco-alto
Sandalo chiuso da donna a punta in pelle plissè beige con tacco alto,Sandali,€135.00,8,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-chiuso-da-donna-a-punta-in-pelle-plisse-beige-con-tacco-alto
Sandalo da donna a forma squadrata in pelle scamosciata beige con glitter,Sandali,€135.00,3,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-a-forma-squadrata-in-pelle-scamosciata-beige-con-glitter
Sandalo a gabbia da donna in pelle colore platino,Sandali,€189.00,8,35 36 37 38 39 40 41,Platino,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-a-gabbia-da-donna-in-pelle-colore-platino
Sandalo da donna colore platino laminato a forma di gabbia,Sandali,€169.00,4,35 36 37 38 39 40 41,Platino,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-colore-platino-laminato-a-forma-di-gabbia
Sandalo a gabbia da donna in pelle colore cipria,Sandali,€189.00,8,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-a-gabbia-da-donna-in-pelle-colore-cipria
Sandalo da donna colore cipria a forma di gabbia,Sandali,€169.00,4,35 36 37 38 39 40 41,Cipria,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-colore-cipria-a-forma-di-gabbia
Sandalo a gabbia da donna in pelle colore nero,Sandali,€189.00,8,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-a-gabbia-da-donna-in-pelle-colore-nero
Sandalo da donna colore nero a forma di gabbia,Sandali,€169.00,4,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-colore-nero-a-forma-di-gabbia
Sandalo slider da donna in pelle colore nero con morsetto,Sandali,€159.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slider-da-donna-in-pelle-colore-nero-con-morsetto
Sandalo da donna con fasce in pelle verniciata colore bianco e argento,Sandali,€149.00,3,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-con-fasce-in-pelle-verniciata-colore-bianco-e-argento
Sandalo bianco da donna con fasce in pelle laminata rame e argento,Sandali,€149.00,3,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-con-fasce-in-pelle-laminata-colore-rame-e-argento
Sandalo da donna classico in pelle nero con fasce multicolore,Sandali,€149.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-multicolore-con-fasce
Sandalo da donna classico in pelle colore bianco con fasce multicolore,Sandali,€149.00,5,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-colore-bianco-con-fasce-multicolore
Sandalo da donna classico in pelle colore marrone chiaro con fasce multicolore,Sandali,€149.00,5,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-classico-in-pelle-colore-marrone-chiaro-con-fasce-multicolore
Sandalo da donna con fasce in pelle laminata multicolore,Sandali,€149.00,4,35 36 37 38 39 40 41 42,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/francesina-elegante-da-uomo-in-pelle-scamosciata-colore-blu
Sandalo da donna in pelle colore nero con morsetto fatto a mano,Sandali,€159.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-in-pelle-colore-nero-con-morsetto-fatto-a-mano
Sandalo da donna con fasce in pelle colore nero e oro,Sandali,€149.00,3,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-con-fasce-in-pelle-colore-nero-e-oro
Sandalo da donna in pelle colore marrone con morsetto fatto a mano,Sandali,€159.00,5,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-in-pelle-colore-marrone-con-morsetto-fatto-a-mano
Sandalo slider da donna in pelle colore marrone con morsetto,Sandali,€159.00,5,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slider-da-donna-in-pelle-colore-bianco-con-morsetto
Sandalo slingback da donna in pelle colore bianco con punta quadrata,Sandali,€149.00,5,35 36 37 38 39 40 41,Bianco,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slingback-da-donna-in-pelle-bianca-con-punta-squadrata
Ciabattine da donna scamosciate con fascia colore giallo,Sandali,€79.00,1,35 36 37 38 39 40 41,Giallo,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-giallo
Ciabattine da donna scamosciate con fascia colore beige,Sandali,€79.00,1,35 36 37 38 39 40 41,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-scamosciate-con-fascia-colore-beige
Ciabattine da donna scamosciate con fascia colore turchese,Sandali,€79.00,1,35 36 37 38 39 40 41,Turchese,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/copia-del-ciabattine-da-donna-in-pelle-scamosciata-colore-viola
Ciabattine da donna in pelle scamosciata colore viola,Sandali,€79.00,1,35 36 37 38 39 40 41,Viola,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-scamosciata-colore-viola
Ciabattine da donna in pelle scamosciata colore rosa,Sandali,€79.00,1,35 36 37 38 39 40 41,Rosa,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/ciabattine-da-donna-in-pelle-scamosciata-colore-rosa
Ciabattine da donna in pelle scamosciata colore marrone scuro,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43,Marrone Scuro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/mocassino-casual-da-uomo-in-pelle-colore-marrone-scuro-con-suola-con-gommini
Sandalo slingback da donna in pelle colore nero con punta quadrata,Sandali,€149.00,5,35 36 37 38 39 40 41,Nero,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-slingback-da-donna-in-pelle-nera-con-punta-squadrata
Ciabattine da donna in pelle scamosciata colore marrone chiaro,Sandali,€79.00,1,35 36 37 38 39 40 41 42,Marrone Chiaro,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/francesina-elegante-da-uomo-in-pelle-scamosciata-colore-marrone
Ciabattine da donna in pelle scamosciata colore giallo,Sandali,€79.00,1,35 36 37 38 39 40 41 42 43 44,Giallo,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/mocassino-classico-da-uomo-in-pelle-intrecciata-colore-marrone-chiaro
Ciabattine da donna in pelle scamosciata colore beige,Sandali,€79.00,1,35 36 37 38 39 40 41 42,Beige,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/mocassino-da-uomo-in-camoscio-colore-grigio-fatto-a-mano
Ciabattine da donna in pelle scamosciata colore turchese,Sandali,€79.00,1,35 36 37 38 39 40 41,Turchese,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/mocassino-da-donna-con-morsetto-e-fibbia-in-pelle-colore-blu
Sandalo da donna in pelle scamosciata marrone con glitter applicati,Sandali,€151.00,8,35 36 37 38 39 40 41,Marrone,https://www.leonardoshoes.com/collections/donna-calzature-sandali/products/sandalo-da-donna-in-pelle-scamosciata-marrone-con-glitter-applicati
